[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[73,270]","[0, 0]",[],"[51,180]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[50.5,0]",[],"[0, 0]","73.5,90]",[],[],[],[],[],[],[],"[105,180]",[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[51,0]","[73.5,270]","[0, 0]","[60,90]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[77.5,0]",[],[],[],[],[],"[60,270]","[0, 0]","[45,90]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[62.5,180]",[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[45,270]","[0, 0]","[80,90]",[],"[60.1,180]",[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[76,0]",[],[],[],[],[],"[80,270[","[0, 0]",[],[],[],"[61.4,180]",[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[0, 0]",[],[],[],[],[],"[32,90]",[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[60.1,0]",[],[],"[0, 0]","[37,90]",[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[37,270]","[0, 0]","[43.5,90]",[],[],[],"[53.3,180]",[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[61.4,0]",[],[],"[43.5,270]","[0, 0]",[],[],[],[],[],[],[],[],"[93,180]",[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[105,0]",[],[],[],[],[],[],[],[],"[0, 0]","[38.5,90]",[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[38.5,270]","[0, 0]",[],[],[],"[45,180]",[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[32,270]",[],[],[],[],[],"[0, 0]",[],[],[],"[89,180]",[],[],"[58.5,90]",[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[53.3,0]",[],[],[],[],"[0, 0]",[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[0, 0]","[39.8,90]",[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[45,0]",[],[],"[39.8,270]","[0,0]","[36.1,90]",[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[89,0]",[],[],"[36.1,270]","[0, 0]","[90.9,90]",[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[90.9,270]","[0, 0]","[123,90]",[],"[90,0]"
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[93,0]",[],[],[],[],[],[],[],"[123,270]","[0, 0]",[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[62.5,0]",[],[],[],[],[],[],[],[],"[58.5,270]",[],[],[],[],[],[],"[0, 0]","[31,90]"
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[90,180]",[],"[31,270]","[0, 0]"
