"[0, 0]",[],[],[],"[48.5, 180]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],"[0, 0]",[],[],[],"[42.5, 180]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],"[0, 0]",[],[],[],"[39, 180]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],"[0, 0]","[68.5,90]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"[48.5,0]",[],[],"[68.5,270]","[0, 0]","[69,90]",[],[],[],[],"[110,180]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],"[42.5,0]",[],[],"[69,270]","[0, 0]","[66,90]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],"[39,0]",[],[],"[66,270]","[0, 0]","[153,90]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],"[153,270]","[0, 0]",[],"[47,180]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],"[0, 0]","[118,90]",[],[],"[55.5, 180]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],"[47,0]","[118,270]","[0, 0]",[],[],[],[],[],[],"[130.5,180]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],"[110, 0]",[],[],[],[],[],"[0, 0]","[93,90]",[],[],[],[],[],"[99.5,180]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],"[93,270]","[0, 0]","[78,90]","[71.5,180]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],"[55.5,0]",[],[],"[78,270]","[0, 0]",[],[],"[73.5,180]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],"[71.5,0]",[],"[0, 0]","[38.5,90]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],"[38.5, 270]","[0, 0]","[38.5,90]",[],[],[],[],[],"[77.5,180]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],"[73.5,0]",[],"[38.5,270]","[0, 0]","[116,90]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],"[130.5,0]",[],[],[],[],[],"[116,270]","[0, 0]",[],[],[],[],[],[],"[76,180]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],"[99.5,0]",[],[],[],[],[],[],"[0, 0]","[73,90]","[50.5,180]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
